# 
#     *****************************************************************************
#     ***         MC-GPU, version 1.3 (http://code.google.com/p/mcgpu/)         ***
#     ***                                                                       ***
#     ***                     Andreu Badal (Andreu.Badal-Soler@fda.hhs.gov)     ***
#     *****************************************************************************
# 
#  *** SIMULATION IN THE GPU USING CUDA ***
#
#  Image created counting the energy arriving at each pixel: ideal energy integrating detector.
#  Pixel value units: eV/cm^2 per history (energy fluence).
#  Focal spot position = (15.00000000,-45.00000000,15.00000000), cone beam direction = (0.00000000,1.00000000,0.00000000)
#  Pixel size:  0.300000 x 0.300000 = 0.090000 cm^2
#  Number of pixels in X and Z:  300  300
#  (X rows given first, a blank line separates the different Z values)
# 
#  [NON-SCATTERED] [COMPTON] [RAYLEIGH] [MULTIPLE-SCATTING]
# ==========================================================
0.00000000 0.26364595 0.01999872 0.18295979
0.00000000 0.21292012 0.02999808 0.25833495
0.00000000 0.30020493 0.03999744 0.16791118
0.00000000 0.21464662 0.00999936 0.17901748
0.00000000 0.20420079 0.00000000 0.14873344
0.00000000 0.22352145 0.00000000 0.17894597
0.00000000 0.29104275 0.00999936 0.16367998
0.00000000 0.30046693 0.02999808 0.10981738
0.00000000 0.31708952 0.01999872 0.14614002
0.00000000 0.17440789 0.01999872 0.14694501
0.00000000 0.17357592 0.02999808 0.12324814
0.00000000 0.23255781 0.04999680 0.17790721
0.00000000 0.36649857 0.01999872 0.23928868

0.00000000 0.18239585 0.00999936 0.18177099
0.00000000 0.15347861 0.03999744 0.15301629
0.00000000 0.21041714 0.01999872 0.18306413
0.00000000 0.16405553 0.00000000 0.18867432
0.00000000 0.28621763 0.00000000 0.19698468
0.00000000 0.27115105 0.00999936 0.15972287
0.00000000 0.19138579 0.03999744 0.30562976
0.00000000 0.20040766 0.00000000 0.15874237
0.00000000 0.21167002 0.01999872 0.12600475
0.00000000 0.17025247 0.02999808 0.15232363
0.00000000 0.18205985 0.00999936 0.20000657
0.00000000 0.16444672 0.00999936 0.16200455
0.00000000 0.21977742 0.02999808 0.23242091
0.00000000 0.26831982 0.00999936 0.20679250
0.00000000 0.22844261 0.02999808 0.28848337
0.00000000 0.19249729 0.04999680 0.21979432
0.00000000 0.25955941 0.00999936 0.14013773
0.00000000 0.33698970 0.00000000 0.26690276
0.00000000 0.16300100 0.07999488 0.30757290
0.00000000 0.31990786 0.01999872 0.18841090
0.00000000 0.19379242 0.05999616 0.28214372
0.00000000 0.22196181 0.00999936 0.22110430
13.32914630 0.20168999 0.01999872 0.26743572
15.12903102 0.19343468 0.03999744 0.25681037
14.74905536 0.26010460 0.01999872 0.22251916
15.23902398 0.23310307 0.02999808 0.20969696
14.73905600 0.33895543 0.00999936 0.31163586
15.07903422 0.20347756 0.02999808 0.22974962
15.84898491 0.21422014 0.01999872 0.22370206
14.66906048 0.25071514 0.04999680 0.24101969
14.65906112 0.24308103 0.00999936 0.26029075
15.08903358 0.25033423 0.04999680 0.32024162
14.08909763 0.28567972 0.02999808 0.31249164
15.75899067 0.25144038 0.06999552 0.20885062
15.11903166 0.21287858 0.03999744 0.13418499
14.91904447 0.25129686 0.00999936 0.18253688
15.38901437 0.23954419 0.04999680 0.20437692
15.14902974 0.26939240 0.04999680 0.21031826
15.33901757 0.34041128 0.04999680 0.22033714
14.01910211 0.31705546 0.03999744 0.28927308
12.55919561 0.30055686 0.08999424 0.25957517
11.76924621 0.18332313 0.02999808 0.26714855
10.27934163 0.22495265 0.06999552 0.22378127
9.02942169 0.31790395 0.05999616 0.25531800
7.85949662 0.21199486 0.09999360 0.24218208
7.08954593 0.31671176 0.10999296 0.22507527
6.40958948 0.20197959 0.14999039 0.30928687
5.48964840 0.19397594 0.03999744 0.30892292
4.88968683 0.41538485 0.06999552 0.31814722
3.94974703 0.29170290 0.07999488 0.28217176
3.89975023 0.30733613 0.06999552 0.35101165
2.91981299 0.30193994 0.06999552 0.25162622
2.93981171 0.35423975 0.07999488 0.26562367
2.12986359 0.32917942 0.06999552 0.26379681
1.85988088 0.36689901 0.06999552 0.17888406
1.52990201 0.32038185 0.06999552 0.37063028
1.46990586 0.27014111 0.09999360 0.21797660
1.25991931 0.26952378 0.08999424 0.28348043
1.07993083 0.30011836 0.07999488 0.28761512
0.96993788 0.34866616 0.04999680 0.27590061
0.99993596 0.35816130 0.08999424 0.36993159
1.01993468 0.33720402 0.12999167 0.35166103
1.15992571 0.32144604 0.08999424 0.31736409
0.88994300 0.36827280 0.09999360 0.24641927
1.04993275 0.44498826 0.04999680 0.30622896
1.10992891 0.47849933 0.10999296 0.29390628
0.91994108 0.47690380 0.04999680 0.27034906
0.91994108 0.39043703 0.10999296 0.36458973
0.92994044 0.33070947 0.04999680 0.34431112
0.91994108 0.48451589 0.15998975 0.30862281
0.99993596 0.28380069 0.04999680 0.30283496
1.12992763 0.40788909 0.12999167 0.33479233
1.15992571 0.35867736 0.06999552 0.40336622
1.19992315 0.32192302 0.07999488 0.35787248
0.97993724 0.37889116 0.04999680 0.25917515
1.03993339 0.33026800 0.03999744 0.42563397
1.03993339 0.35835668 0.06999552 0.41158716
1.16992507 0.35914939 0.05999616 0.25883419
1.00993532 0.38760657 0.08999424 0.36257522
1.17992443 0.48615922 0.13999103 0.40341294
1.10992891 0.49467551 0.08999424 0.38263982
1.12992763 0.23342981 0.07999488 0.30018640
1.12992763 0.42884463 0.04999680 0.35327400
1.18992379 0.30146947 0.06999552 0.26934779
1.11992827 0.37075915 0.05999616 0.30855137
1.18992379 0.36149991 0.08999424 0.35737926
1.11992827 0.26325963 0.05999616 0.32198599
1.05993211 0.45853664 0.07999488 0.45043420
1.08993019 0.42709188 0.08999424 0.28498116
1.08993019 0.35950350 0.08999424 0.44600944
1.11992827 0.35802007 0.06999552 0.43822145
1.10992891 0.36080326 0.11999231 0.40261595
0.97993724 0.44881733 0.08999424 0.33320429
1.16992507 0.38770166 0.11999231 0.32508742
1.30991610 0.35053198 0.12999167 0.33046306
1.06993147 0.47586395 0.08999424 0.35667393
1.00993532 0.36117959 0.08999424 0.30982941
1.00993532 0.60317684 0.16998911 0.28218971
1.10992891 0.42861638 0.07999488 0.45093526
1.24991995 0.44796192 0.11999231 0.34336332
1.07993083 0.46809985 0.10999296 0.38293141
1.19992315 0.62459678 0.10999296 0.31258905
1.13992699 0.49857569 0.10999296 0.43805267
1.17992443 0.46665967 0.11999231 0.32555360
1.21992187 0.53838115 0.11999231 0.31901132
1.19992315 0.44919523 0.05999616 0.33394857
1.05993211 0.39196348 0.09999360 0.39021641
1.25991931 0.43973057 0.13999103 0.36316269
1.20992251 0.44922024 0.11999231 0.35525009
1.09992955 0.39754561 0.11999231 0.38087967
1.02993404 0.40106070 0.14999039 0.32651795
1.11992827 0.59681553 0.07999488 0.42874675
1.17992443 0.43011720 0.10999296 0.49671199
1.43990778 0.56752687 0.06999552 0.51336207
1.46990586 0.62353877 0.15998975 0.40527962
1.57989881 0.61389355 0.08999424 0.43930803
2.01987063 0.55770051 0.13999103 0.36989182
2.07986679 0.47752279 0.11999231 0.37984721
2.08986615 0.50067399 0.16998911 0.45480114
3.05980403 0.64250533 0.17998847 0.34396487
2.80982004 0.43201261 0.19998719 0.34867681
2.67982836 0.55676390 0.16998911 0.45826216
2.93981171 0.44931676 0.13999103 0.42235824
3.05980403 0.49091821 0.15998975 0.30098498
2.72982516 0.47040763 0.16998911 0.38394056
2.83981812 0.55758023 0.14999039 0.47788412
2.77982196 0.52793104 0.08999424 0.42602761
2.96980979 0.49775599 0.11999231 0.33946838
2.94981107 0.46029815 0.23998463 0.40919827
2.99980787 0.54571525 0.17998847 0.51110014
3.22979314 0.52876415 0.15998975 0.38082102
2.99980787 0.47853694 0.12999167 0.36939105
3.08980211 0.43263291 0.22998527 0.28269466
2.88981491 0.61726632 0.17998847 0.40648205
3.23979250 0.56760222 0.11999231 0.40647127
2.86981619 0.50110962 0.10999296 0.56529032
2.95981043 0.50069908 0.14999039 0.38256317
3.05980403 0.49104021 0.19998719 0.44140409
2.95981043 0.70304208 0.12999167 0.41597382
3.15979762 0.48927804 0.13999103 0.41605443
2.82981876 0.56957414 0.11999231 0.49142063
2.91981299 0.61675630 0.10999296 0.47832403
3.22979314 0.57440785 0.19998719 0.39419313
2.85981684 0.61000921 0.10999296 0.43564005
3.27978994 0.58632497 0.19998719 0.43256175
2.84981748 0.58861184 0.11999231 0.40372586
3.02980595 0.44030710 0.16998911 0.43278881
2.92981235 0.52877866 0.15998975 0.52123091
3.23979250 0.58711052 0.21998591 0.42516477
3.05980403 0.53954977 0.14999039 0.49130298
3.05980403 0.60990301 0.18998783 0.38582337
3.01980659 0.53867277 0.17998847 0.43674838
2.67982836 0.55971323 0.10999296 0.39033132
3.11980018 0.56893954 0.24998399 0.39380706
3.01980659 0.53967389 0.08999424 0.35255436
2.70982644 0.54008232 0.24998399 0.47405324
2.90981363 0.62812943 0.24998399 0.40920003
2.84981748 0.58596587 0.09999360 0.46097576
3.05980403 0.70622303 0.26998271 0.47183695
2.79982068 0.56923085 0.13999103 0.40729495
3.06980339 0.67408854 0.14999039 0.42043172
2.67982836 0.47947675 0.11999231 0.39239483
3.33978609 0.56885800 0.12999167 0.46633309
2.96980979 0.47218561 0.17998847 0.44873957
2.89981427 0.52030537 0.16998911 0.38746723
2.76982260 0.62766236 0.12999167 0.37302645
3.30978802 0.51836958 0.11999231 0.44578201
2.71982580 0.39305940 0.22998527 0.46494045
3.08980211 0.58791751 0.18998783 0.46099981
3.17979634 0.58990524 0.17998847 0.37632813
2.76982260 0.58690919 0.15998975 0.36688399
2.74982388 0.58018843 0.13999103 0.34700072
2.91981299 0.57062652 0.23998463 0.39340911
3.19979506 0.46159407 0.18998783 0.42861651
2.91981299 0.48943451 0.14999039 0.31812595
2.92981235 0.44284444 0.14999039 0.39235727
3.02980595 0.54907583 0.12999167 0.34348532
3.01980659 0.58989238 0.14999039 0.38776057
2.99980787 0.46083752 0.19998719 0.28418768
2.63983092 0.51680779 0.13999103 0.38449398
2.89981427 0.51210054 0.18998783 0.39662357
3.31978738 0.41336209 0.23998463 0.36261320
4.02974190 0.50087413 0.23998463 0.36253316
4.21972974 0.53840561 0.18998783 0.39772402
5.46964968 0.46950271 0.17998847 0.38113150
6.56957923 0.60777239 0.19998719 0.30619442
7.05954785 0.53042568 0.16998911 0.41835059
7.63951071 0.51197110 0.17998847 0.43724755
7.03954913 0.45112132 0.21998591 0.45704832
7.23953632 0.63687826 0.17998847 0.33947050
7.04954849 0.47141597 0.15998975 0.48590954
6.82956258 0.54101641 0.12999167 0.31698869
6.87955938 0.51101813 0.14999039 0.44617860
6.40958948 0.43044579 0.09999360 0.40480808
6.85956066 0.41163083 0.20998655 0.42448828
6.84956130 0.54106503 0.18998783 0.44362827
7.17954017 0.38388723 0.20998655 0.37145177
6.90955746 0.49226318 0.10999296 0.35333926
6.53958115 0.62048577 0.15998975 0.45162474
7.01955041 0.36372595 0.23998463 0.33720503
6.80956386 0.55883149 0.17998847 0.33701623
6.57957859 0.47995163 0.20998655 0.40035371
7.11954401 0.63819678 0.17998847 0.43955036
6.85956066 0.51016441 0.17998847 0.29538878
6.28959717 0.57906872 0.17998847 0.39020365
6.47958500 0.51912229 0.17998847 0.35351878
6.89955810 0.49971773 0.08999424 0.26351288
6.74956771 0.45095736 0.09999360 0.35566705
6.86956002 0.36256224 0.16998911 0.32476976
6.90955746 0.51006383 0.12999167 0.32318632
6.70957027 0.50030504 0.21998591 0.39251801
6.56957923 0.37257109 0.12999167 0.35342182
6.95955426 0.51094942 0.19998719 0.45569202
6.88955874 0.55974988 0.18998783 0.28134979
7.07954657 0.45105377 0.22998527 0.34309577
6.51958244 0.47709730 0.16998911 0.34418801
7.20953825 0.38315587 0.10999296 0.23424468
7.01955041 0.48022853 0.19998719 0.35882457
6.66957283 0.48955471 0.23998463 0.36182913
6.62957539 0.40995976 0.16998911 0.31982894
6.41958884 0.54793401 0.18998783 0.27074047
6.81956322 0.42233487 0.17998847 0.27533760
6.97955298 0.46999272 0.15998975 0.32731769
7.05954785 0.46882338 0.10999296 0.27513781
6.85956066 0.33365105 0.20998655 0.33927102
6.28959717 0.47846648 0.10999296 0.37375886
6.30959588 0.45907961 0.14999039 0.27441437
6.68957155 0.32297120 0.10999296 0.23608508
6.37959140 0.39154869 0.12999167 0.30374994
6.14960613 0.45085091 0.18998783 0.31515579
6.56957923 0.41956690 0.18998783 0.44624965
6.79956450 0.37311730 0.16998911 0.27383774
6.28959717 0.46010348 0.13999103 0.19639713
6.10960869 0.43985676 0.22998527 0.34156019
5.81962727 0.38943066 0.14999039 0.26154631
6.57957859 0.36081438 0.22998527 0.28777222
6.11960805 0.40036992 0.10999296 0.29071838
6.40958948 0.42944578 0.11999231 0.33580782
6.42958820 0.38848909 0.12999167 0.26227670
6.56957923 0.41098284 0.19998719 0.31839381
6.24959973 0.49925377 0.19998719 0.23883610
6.23960037 0.57903312 0.18998783 0.34592392
6.96955362 0.35977687 0.11999231 0.26146417
7.32953056 0.47722152 0.12999167 0.31131500
7.01955041 0.43940731 0.10999296 0.22490796
7.89949406 0.34843422 0.15998975 0.29135613
8.41946075 0.35008319 0.07999488 0.27568381
9.16941272 0.34962518 0.10999296 0.29582472
9.36939991 0.41041188 0.15998975 0.25374417
9.49939159 0.32164957 0.15998975 0.26129782
10.03935700 0.43815325 0.06999552 0.26852872
10.43933138 0.40963705 0.08999424 0.26049533
10.83930577 0.38759759 0.12999167 0.26324821
11.97923276 0.30046693 0.04999680 0.30060634
11.85924044 0.36094890 0.08999424 0.32969491
12.26921419 0.37872673 0.07999488 0.25712873
12.23921611 0.23346444 0.08999424 0.21297380
13.56913093 0.37990831 0.11999231 0.29276180
13.43913925 0.36232152 0.09999360 0.17634626
15.02903742 0.41760003 0.04999680 0.17386608
14.47907265 0.44673796 0.04999680 0.19761288
14.95904191 0.45802947 0.10999296 0.19892744
15.37901501 0.36066271 0.01999872 0.23165790
14.89904575 0.24221135 0.07999488 0.31203808
15.10903230 0.35083765 0.02999808 0.20783330
15.40901309 0.46883475 0.04999680 0.23188364
15.00903871 0.33081526 0.03999744 0.23722366
14.72905664 0.50581251 0.03999744 0.25410710
15.17902782 0.26264521 0.02999808 0.26675270
14.56906688 0.38922103 0.01999872 0.16339906
15.32901821 0.28929509 0.07999488 0.16551452
14.44907457 0.38766257 0.02999808 0.20921719
14.92904383 0.41738994 0.04999680 0.18374486
13.83911364 0.33730986 0.03999744 0.16620040
15.56900284 0.33217097 0.01999872 0.28239671
14.04910019 0.31919699 0.03999744 0.20762780
14.93904319 0.34876843 0.04999680 0.14680395
13.00916679 0.28138521 0.02999808 0.17701603
0.00000000 0.26004206 0.00999936 0.20304583
0.00000000 0.28132794 0.03999744 0.26737211
0.00000000 0.32034304 0.01999872 0.17757640
0.00000000 0.35772046 0.00999936 0.26475612
0.00000000 0.27193149 0.02999808 0.17881857
0.00000000 0.26249494 0.04999680 0.23150838
0.00000000 0.25277854 0.03999744 0.16919572
0.00000000 0.21295036 0.03999744 0.27937591
0.00000000 0.27295816 0.02999808 0.23197827
0.00000000 0.25156926 0.01999872 0.24568093
0.00000000 0.17523892 0.04999680 0.18053981
0.00000000 0.23435295 0.00999936 0.26145499
0.00000000 0.26150277 0.01999872 0.19024000
0.00000000 0.29915231 0.00999936 0.16116210
0.00000000 0.24205313 0.02999808 0.17898789
0.00000000 0.31764962 0.02999808 0.23840683
0.00000000 0.22168342 0.04999680 0.10993662
0.00000000 0.19420619 0.00000000 0.15471726
0.00000000 0.28823644 0.00000000 0.15536878
0.00000000 0.26247102 0.02999808 0.18250740
0.00000000 0.31037517 0.01999872 0.15237892
0.00000000 0.23190548 0.01999872 0.14483121

0.00000000 0.19204222 0.00000000 0.19157802
0.00000000 0.21997570 0.00999936 0.20933072
0.00000000 0.22033434 0.00000000 0.15340965
0.00000000 0.24374175 0.00999936 0.23477369
0.00000000 0.17274089 0.01999872 0.20211151
0.00000000 0.21118292 0.01999872 0.21044654
0.00000000 0.20201461 0.02999808 0.14208644
0.00000000 0.24832320 0.00000000 0.19187658
0.00000000 0.19214811 0.02999808 0.12717445
0.00000000 0.21873416 0.00000000 0.18704589
0.00000000 0.17295646 0.01999872 0.27345062
0.00000000 0.24794810 0.03999744 0.25923897
0.00000000 0.28815674 0.00999936 0.18720605
0.00000000 0.22052289 0.02999808 0.15244033
0.00000000 0.23025614 0.02999808 0.17507863
0.00000000 0.27760259 0.00000000 0.16802529
0.00000000 0.22130880 0.03999744 0.32335515
0.00000000 0.24917572 0.05999616 0.30402029
0.00000000 0.24157706 0.01999872 0.21979944
0.00000000 0.19081590 0.03999744 0.24039874
0.00000000 0.18115984 0.00999936 0.17998402
0.00000000 0.16479052 0.03999744 0.13849858
14.37907905 0.29012831 0.00999936 0.25114144
15.18902718 0.20043578 0.02999808 0.21555516
15.62899900 0.21437013 0.01999872 0.23226120
15.01903807 0.19241904 0.04999680 0.20421177
14.36907969 0.19377305 0.00999936 0.20842388
14.50907073 0.29239656 0.02999808 0.23763330
14.63906240 0.22014500 0.03999744 0.17469057
15.11903166 0.27242495 0.03999744 0.24014096
15.26902205 0.24228638 0.00000000 0.18991268
14.50907073 0.30699726 0.01999872 0.20220407
14.89904575 0.16380439 0.01999872 0.26509246
15.15902910 0.30726591 0.04999680 0.21288682
15.15902910 0.28234544 0.03999744 0.18468213
14.82905023 0.14550855 0.04999680 0.27425826
15.58900156 0.25116630 0.04999680 0.27328699
15.46900925 0.35762003 0.05999616 0.26121390
14.92904383 0.27238705 0.04999680 0.14186188
14.25908674 0.28074519 0.11999231 0.25012633
12.56919497 0.28032106 0.03999744 0.27885735
11.14928591 0.26944000 0.05999616 0.33164697
10.62931922 0.28772534 0.07999488 0.30804145
8.52945371 0.31923833 0.07999488 0.27497633
8.04948445 0.21387052 0.08999424 0.25019688
6.74956771 0.17373525 0.04999680 0.35433973
5.76963047 0.31779369 0.05999616 0.22784801
5.41965288 0.20235143 0.01999872 0.30699317
4.30972397 0.37646723 0.13999103 0.16448593
4.02974190 0.37995195 0.06999552 0.28970194
3.73976048 0.31200987 0.08999424 0.19542840
2.88981491 0.32762660 0.07999488 0.34663660
2.63983092 0.35545869 0.05999616 0.31674346
2.07986679 0.32038756 0.06999552 0.23677063
2.00987127 0.26199422 0.12999167 0.27073163
1.72988920 0.33987208 0.08999424 0.38734238
1.38991098 0.27021953 0.04999680 0.21266621
1.30991610 0.36719730 0.09999360 0.28301042
1.17992443 0.25292789 0.03999744 0.31785053
0.89994236 0.32695202 0.07999488 0.30167772
1.06993147 0.34600820 0.05999616 0.40183343
0.91994108 0.39724705 0.10999296 0.31462421
1.11992827 0.33890723 0.12999167 0.26841447
0.84994556 0.31156873 0.09999360 0.25069132
1.02993404 0.23456700 0.08999424 0.35533439
1.17992443 0.28267606 0.07999488 0.32535291
0.84994556 0.38770778 0.06999552 0.28535318
1.01993468 0.32054986 0.11999231 0.28280931
1.01993468 0.34795442 0.07999488 0.22542159
0.94993916 0.32975306 0.05999616 0.28297063
0.97993724 0.31951622 0.09999360 0.41811826
0.85994492 0.37042644 0.08999424 0.33233804
0.93993980 0.28393024 0.01999872 0.29667422
1.06993147 0.46594976 0.02999808 0.36431121
0.94993916 0.46413086 0.03999744 0.33176160
1.23992059 0.47619491 0.06999552 0.32166214
1.00993532 0.55267229 0.09999360 0.37339855
1.00993532 0.32117979 0.11999231 0.28255340
1.14992635 0.30953894 0.05999616 0.35361719
0.90994172 0.26383385 0.07999488 0.32065701
1.07993083 0.37149733 0.16998911 0.31765390
1.16992507 0.39912539 0.09999360 0.36658414
1.11992827 0.39768109 0.06999552 0.34907915
1.03993339 0.30898425 0.06999552 0.41755619
1.17992443 0.40954812 0.11999231 0.40280198
1.05993211 0.43902627 0.12999167 0.36624663
1.16992507 0.42036264 0.08999424 0.35766407
1.05993211 0.45669088 0.09999360 0.44727719
0.88994300 0.48616527 0.09999360 0.30802497
1.27991802 0.36113846 0.10999296 0.34917140
1.09992955 0.39079680 0.05999616 0.47307376
1.13992699 0.54496800 0.05999616 0.38249958
1.02993404 0.39791692 0.05999616 0.46002740
1.02993404 0.36166831 0.07999488 0.51773707
1.25991931 0.51536222 0.05999616 0.43310002
0.99993596 0.36970267 0.05999616 0.43031731
1.17992443 0.31235444 0.16998911 0.33162020
0.99993596 0.41681872 0.09999360 0.40116232
1.29991674 0.49713747 0.10999296 0.35138849
1.15992571 0.45865469 0.10999296 0.39675045
1.14992635 0.50921259 0.09999360 0.44748206
1.06993147 0.46996713 0.07999488 0.31166354
1.12992763 0.46821598 0.08999424 0.37817554
1.03993339 0.42113465 0.06999552 0.45467436
1.20992251 0.44744475 0.12999167 0.41795286
1.14992635 0.51639470 0.08999424 0.43601828
1.33991418 0.51936694 0.09999360 0.41791360
0.94993916 0.51720230 0.20998655 0.34773236
1.13992699 0.45895496 0.09999360 0.40673496
1.07993083 0.52849867 0.08999424 0.46960364
1.24991995 0.53721889 0.08999424 0.33291445
0.92994044 0.44924639 0.12999167 0.35994494
1.17992443 0.52568410 0.14999039 0.36684343
1.22992123 0.52528775 0.14999039 0.42036228
1.40990970 0.50633815 0.05999616 0.38465407
1.56989945 0.46964933 0.10999296 0.32956820
2.03986935 0.42099147 0.09999360 0.41032810
2.11986423 0.45020934 0.18998783 0.47018688
2.39984630 0.79302659 0.13999103 0.38047749
2.50983925 0.47798392 0.11999231 0.38453644
2.94981107 0.50612628 0.09999360 0.49503108
2.88981491 0.54924063 0.10999296 0.45566520
2.76982260 0.43045225 0.17998847 0.40176182
2.63983092 0.45008322 0.15998975 0.27045267
2.85981684 0.49006821 0.11999231 0.38095609
2.90981363 0.39998344 0.15998975 0.45082657
3.09980146 0.34447464 0.20998655 0.39576789
2.97980915 0.59979277 0.08999424 0.43192146
2.62983157 0.48835805 0.11999231 0.39214323
2.55983605 0.72344834 0.08999424 0.38536056
3.00980723 0.54844583 0.17998847 0.42543498
3.20979442 0.50889540 0.10999296 0.42776844
2.89981427 0.39190005 0.11999231 0.52883164
2.84981748 0.66572982 0.10999296 0.38379757
2.73982452 0.62458613 0.16998911 0.46270923
3.06980339 0.58692662 0.10999296 0.38901402
3.12979954 0.47990946 0.22998527 0.34070847
2.81981940 0.53041958 0.18998783 0.46174790
2.92981235 0.46030074 0.23998463 0.41180514
2.99980787 0.51730738 0.12999167 0.41335306
2.96980979 0.68793647 0.10999296 0.47116412
2.94981107 0.42166812 0.14999039 0.46364922
3.16979698 0.54765692 0.19998719 0.45287876
3.02980595 0.46183308 0.23998463 0.41606919
2.78982132 0.58921970 0.19998719 0.41374433
3.16979698 0.50129151 0.16998911 0.43474348
2.89981427 0.57799480 0.14999039 0.53336890
3.00980723 0.57013418 0.16998911 0.30909869
2.96980979 0.51997746 0.20998655 0.47211342
2.90981363 0.55924387 0.12999167 0.38993436
2.99980787 0.66691096 0.17998847 0.38720060
2.82981876 0.64477550 0.21998591 0.42019021
2.73982452 0.60726497 0.13999103 0.42947276
3.09980146 0.51919874 0.14999039 0.41880071
3.07980275 0.50118546 0.16998911 0.31122824
3.21979378 0.60824312 0.12999167 0.41286784
3.06980339 0.61692364 0.17998847 0.40058559
2.76982260 0.56062657 0.19998719 0.44643843
2.82981876 0.61812854 0.13999103 0.51008283
2.79982068 0.47084145 0.15998975 0.50430897
2.96980979 0.68689391 0.19998719 0.34835850
2.72982516 0.63698992 0.19998719 0.36106589
2.58983413 0.43996807 0.21998591 0.37087961
2.59983349 0.51762985 0.14999039 0.34770861
3.28978930 0.50936421 0.15998975 0.43569268
2.99980787 0.52990685 0.17998847 0.40676573
2.93981171 0.55845713 0.16998911 0.39264943
2.73982452 0.53025021 0.13999103 0.42146511
2.97980915 0.45350446 0.14999039 0.36969700
2.71982580 0.53742642 0.11999231 0.44280397
3.02980595 0.45198487 0.15998975 0.46894217
3.08980211 0.55849153 0.27998207 0.40208425
2.91981299 0.55889355 0.21998591 0.38302481
3.00980723 0.60984599 0.18998783 0.47017652
2.86981619 0.56802120 0.16998911 0.42429910
3.26979058 0.72530793 0.12999167 0.41823321
2.97980915 0.53962378 0.19998719 0.27173576
2.91981299 0.68760382 0.16998911 0.41055534
2.86981619 0.45240753 0.16998911 0.46170219
2.78982132 0.56909231 0.17998847 0.40066031
3.02980595 0.60880790 0.19998719 0.45817127
3.48977649 0.54786875 0.16998911 0.50430314
3.84975343 0.55742558 0.12999167 0.46207063
4.87968747 0.60927655 0.16998911 0.46485960
5.04967658 0.38167492 0.23998463 0.46519274
5.71963367 0.56895615 0.13999103 0.35503521
6.73956835 0.61531082 0.25998335 0.38285360
7.24953568 0.53838657 0.16998911 0.33813193
6.94955490 0.44022917 0.22998527 0.38302712
6.96955362 0.47068924 0.22998527 0.33729141
7.46952159 0.42213091 0.19998719 0.37428230
6.65957347 0.57739223 0.15998975 0.40197964
6.90955746 0.60784354 0.13999103 0.45410284
6.90955746 0.51084953 0.16998911 0.36918555
6.88955874 0.46209927 0.15998975 0.38129220
6.60957667 0.43020793 0.16998911 0.32605399
7.29953248 0.57978190 0.19998719 0.31490765
6.27959781 0.59558449 0.19998719 0.34861977
6.73956835 0.55834499 0.15998975 0.36792644
7.21953761 0.57969084 0.14999039 0.29606673
7.09954529 0.47957871 0.12999167 0.42126753
6.75956707 0.42220112 0.16998911 0.35436284
6.87955938 0.45024365 0.15998975 0.40945413
6.90955746 0.55311782 0.23998463 0.42513900
7.19953889 0.44993632 0.16998911 0.29047378
6.89955810 0.69676540 0.19998719 0.32708569
6.79956450 0.57800197 0.18998783 0.43124602
6.73956835 0.47018475 0.13999103 0.43120404
7.34952928 0.47031346 0.14999039 0.37842369
7.12954337 0.64768286 0.11999231 0.32195482
6.89955810 0.41295881 0.15998975 0.31346985
6.82956258 0.38128933 0.16998911 0.38799767
6.71956963 0.59712778 0.23998463 0.35454365
6.95955426 0.45810970 0.16998911 0.37290176
6.87955938 0.45024032 0.18998783 0.41094230
6.80956386 0.47536228 0.16998911 0.36311292
6.69957091 0.53852635 0.17998847 0.31340740
6.98955234 0.48815722 0.14999039 0.39063077
6.98955234 0.41929401 0.18998783 0.38058076
6.38959076 0.51020486 0.17998847 0.32299051
7.17954017 0.54924059 0.11999231 0.39124578
6.47958500 0.33316143 0.12999167 0.31525769
7.10954465 0.38146545 0.11999231 0.32865060
6.46958564 0.55440609 0.18998783 0.30138305
6.48958436 0.42411808 0.13999103 0.37034077
6.73956835 0.44026887 0.16998911 0.24438182
6.48958436 0.44949209 0.17998847 0.27061101
6.16960485 0.47021401 0.16998911 0.35082064
6.36959204 0.54798479 0.17998847 0.43019207
5.95961830 0.41873065 0.20998655 0.38523654
6.69957091 0.30353801 0.12999167 0.33303602
6.46958564 0.45059351 0.12999167 0.33144354
6.86956002 0.35320649 0.22998527 0.28095856
6.91955682 0.35919328 0.19998719 0.28601084
6.75956707 0.39023465 0.15998975 0.32124445
6.68957155 0.43825186 0.12999167 0.33110101
6.14960613 0.41183045 0.14999039 0.25901076
6.40958948 0.37126767 0.12999167 0.38822031
5.85962470 0.43008312 0.11999231 0.21381626
6.03961318 0.44132956 0.16998911 0.38440097
6.64957411 0.50626265 0.11999231 0.27284152
6.58957795 0.48005139 0.06999552 0.31586173
6.88955874 0.51887163 0.20998655 0.16361769
7.42952416 0.39922223 0.14999039 0.27129784
7.22953696 0.40965748 0.08999424 0.28906916
7.70950622 0.45566603 0.08999424 0.22175707
8.09948125 0.40960745 0.07999488 0.25126336
8.65944538 0.37020486 0.09999360 0.24661778
9.31940311 0.40997922 0.13999103 0.22213332
9.94936277 0.37966028 0.10999296 0.28509796
10.05935572 0.58541639 0.05999616 0.27162150
11.37927118 0.35133584 0.08999424 0.29115086
10.86930385 0.44998410 0.06999552 0.27473218
